source_path,git_blob,owner,disposition,replacement_phase,removal_gate
eblocker-ui/src/dashboard/app/cards/onlineTime/onlineTime.component.spec.js,6f9504a6452ca2ef3457978b3af9d74a9bc5052a,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/cards/parentalControl/parental-control.component.html,529e9b5fded6b26d533cea9569a8d34b38cb58db,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/cards/parentalControl/parental-control.component.js,d21798af3d8eac744e602753c98a27e20987f713,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/cards/parentalControl/parental-control.component.spec.js,939636287149a9317802fc93de37f8c469fdff79,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/cards/pause/pause.component.html,23651848b1f0c5186ab61abb571f802f5a390f5c,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/cards/pause/pause.component.js,e95cf7ae13a7b69033d0d17f8eec32473e15480e,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/cards/pause/pause.component.spec.js,46cec18ff93414c5c3a1dbd78827c693061b3d76,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/cards/ssl/ssl.component.html,e538de25daa65e0f1e696fdbb946d7f8499ea3d9,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/cards/ssl/ssl.component.js,9504a69678952e760316b1131f3b6f10c2866e8a,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/cards/ssl/ssl.component.spec.js,111ae34e842a7b8d880f3fee897b32558d5f6199,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/cards/user/user.component.html,7134444fb2869fad730986d3bbdb19b8c6633e81,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/cards/user/user.component.js,bd733f7e048ada0bac17478657a3baa95fdec882,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/cards/user/user.component.spec.js,e5d392a9ddebc0df243976a9881ec81c72cd8241,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/cards/whitelist/whitelist.component.html,c7715d95840fba4189577b90573a7decbd2846dd,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/cards/whitelist/whitelist.component.js,c369933af59cd0892a7fa1e46e3db9e2f3dc14b3,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/cards/whitelist/whitelist.component.spec.js,2ab1f898a9e4b23d797147e2f820c2cfc75761c4,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/components/card.component.html,ced5dd69591c9ad79e3a4c91d712d83043234941,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/components/card.component.js,6fc8e3fb7f801c4e65d8b2f4dbdae3a3a2e4d806,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/components/logout-admin.component.js,824c491e3d6f0602fda436a6bb5ae92504c80bdf,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/components/remote.component.html,7c89b545c5ac0a2a9db0571749025946344396e3,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/components/remote.component.js,91450d78ec6c55170647ad528197adbfd2274218,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/consoleRedirect.controller.js,a9547ee72406bc17e0e0b8683018b781291c2aba,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/dashboard.component.html,7d337c644f8376435ed039b237d445f91582f50e,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/dashboard.component.js,1e751364956f8567093c6c8ba87ae47547333a58,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/dashboard.constants.js,e5bda7f4dd94e237f1d1a3790a54a0c0c4a6bb68,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/dashboard.module.js,1f8b561538719ef5d8257ef15960bb94a59bb87a,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/dialogs/admin/admin-login.dialog.html,7e4addd9c6d4a56f50cdc8ae16a1bd8fc65d07a5,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/dialogs/admin/admin-login.dialog.js,072f2d514ff44c04441be7ffcc867da0924e983c,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/dialogs/pin/change-pin.dialog.html,88bb61351eb349964adc53fc0141db5e3d063f4a,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/dialogs/pin/change-pin.dialog.js,d5a2c7520387af94303bfb8faf79faba0a63abb6,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/dialogs/pin/provide-pin.dialog.html,cd471a25442c3696e0c7caac01549f18b0e07c94,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/dialogs/pin/provide-pin.dialog.js,b4d60b19572e28e488f9748f85320e481741444b,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/dialogs/welcome/welcome.dialog.html,4fc80f4ba507625c50fcc2af7ed34398806023f4,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/dialogs/welcome/welcome.dialog.js,b01654275e14cfa1572dd2efd8b3771b99e8c948,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/filter/duration.filter.js,de52b8880334b6ca0f6b3a44c796e1b821b9d1d6,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/main.component.html,f970ee021ebe7d6f443aa89cc410a7ad06da964c,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/main.component.js,eadf568ac84d27751479b1e4f1d8a1a1a6ea930d,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/main.component.spec.js,1ea137422bee76ac310a418113ccfde6ecaf0cf5,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/redirect/block-options.component.html,db5dfce0194d77ae2f8353ba6036920890ea8af8,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/redirect/block-options.component.js,2e18dfb5405769b6584370354c2e9fe307a2a0e4,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/redirect/redirect-options.component.html,932f78770106af360e82d4a0e2fcb2e69f47d59d,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/redirect/redirect-options.component.js,3480eccb3bbc2a5960bc039752d54c501a58d218,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/redirect/redirect.component.html,31800c0de80ec4149b9275af96795f61329ccc63,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/redirect/redirect.component.js,c10a8e86a4dbba39ff2d0e9a29a2f5f6dce5b8ae,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/service/card/card-availability.service.js,f60bd6f56809264350b63aee4db430dac4e90aac,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/service/card/card.service.js,2fcf3c7cbf44333a79e37c64bf99520a53b997fc,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/service/card/card.service.spec.js,ab221b632a7502237341d09d9750c99c79c3952e,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/service/cloaking/CloakingService.js,7be528bd4501820f6c928bedef3a01dc8e986695,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/service/connectionTest/ConnectionTestService.js,4988f17dfa6e0b402ebc04f2a418a26bb88d75ca,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/service/connectionTest/ConnectionTestService.spec.js,01a5cb63455354e448dfec2548f8adbd841aaff7,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/service/console/redirect.service.js,d97160d7496819a861b48fa492ba0193c7681d73,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/service/data/DataService.js,fced35ca762b9fff152965e5b95a8b04647a3345,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/service/devices/device.service.js,059ce6df9d2f19f4cb50dc531d2479051b1be622,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/service/devices/deviceSelector.service.js,d010a9c84efe95165347510c844b9f9c96453b53,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/service/devices/domainRecorder.service.js,2d6badea9f8443a999cceb739e0305b97d13774a,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/service/devices/filterStatistics.service.js,7017a5fe58280e2c66f4432c818482cccb23b45e,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/service/devices/icon.service.js,c1966ca30d2f27e9ac483b8c83371cc5031bd57b,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/service/devices/localTimestamp.service.js,f476d63365ed74b424b330b0bb3738e7aeea90f1,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/service/devices/onlineTime.service.js,93c0b63eb844676da5480bd48199ffe2377876d9,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/service/devices/pause.service.js,7eccc5f7a00e30802325d5bfaff025876d8444eb,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/service/devices/registration.service.js,847ce06e106777139e6ac139121b487d94e2c2a7,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/service/devices/ssl.service.js,8a4c38bdf43a0db52a9b5b82242ab4e215bbd66a,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/service/devices/userProfile.service.js,a417d90c16232ef0af67f0aaf32b7abc54eea5e8,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/service/dialog/DialogService.js,88ec534680f246e812bf345a8ebca7315d485c54,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/service/dns/DnsService.js,bb650e28a21af34fd7e82614c141a0edc26a18de,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/service/filter/CustomDomainFilterService.js,41d586aa82333adf6f99b0a773562222bd862b80,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/service/filter/FilterService.js,33f1554a11fd6b8a2ae875f55c8d2741b833c25b,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/service/license/license.service.js,b21597f6f9293e01e6fbdeb3e967dda2c986eb6f,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/service/logger/logger.module.js,4bc31bf387f45021ce95e87a3f0d97741580de19,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/service/message/message.service.js,9e7ae76d23f36dea52583790e885d78bb3268916,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/service/message/message.service.spec.js,b089a37e45c9ce4fa5d9adc19fb0af97d59b6b62,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/service/network/network.service.js,265bec1f2954896bafa1e4857f71598de396a7fb,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/service/security/security.module.js,59d1cbe9c9e12154112caa3c1cdbd262fbc4a598,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/service/security/security.service.js,d7620346bd2a39eeeaeb5326c288296880c7072a,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/service/service.module.js,e960568922f999486487a27ef29a93664fcd21e7,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/service/settings/settings.module.js,f5136d9d665ad7b207d74f7e575fcb181543ecbc,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/service/settings/settings.service.js,50f5a741fbb0692ca6db349ae51fc274398bf474,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/service/tor/TorService.js,5740e7f1bf607c36a1eac4dd78e8b93e0c5cf2d5,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/service/users/UserService.js,baa2c99706072ac33e2ce9eb91760dd9817ca76d,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/service/vpn/VpnHomeService.js,a770e5ecc4529f9ff7aa5e4cd21eb03fabbd274e,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/service/vpn/VpnService.js,50d31e8c3403ebc134cdd7710df8c9c6654ed2b2,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/service/whitelist/whitelist.service.js,8cb89a1432926c9d3797f4011e6411281297447c,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/service/whitelist/whitelist.service.spec.js,1b9ae2b890b23d343b295e2a0df7321aaba21284,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/service/window/ResolutionService.js,d960bcf8df404faee966e7616cb7a0ed15904fc1,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/wizard/https/https-wizard.component.html,3b0eef4bb271d9b792a4693dd12dc454ab920827,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/wizard/https/https-wizard.component.js,4bd881ab2a953d29e1fd90d4b682534c2eae45df,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/wizard/https/step-1-welcome.template.html,5a0daefce19fd623f46563019987f588470c0962,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/wizard/https/step-10-other-no-wizard.template.html,6236fb3004768d35dafc2edf7c840f73418961c8,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/wizard/https/step-2-firefox-add-cert.template.html,eab1260ef419ae3ab16e90b51dafa1d427019b14,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/wizard/https/step-3-firefox-add-os.template.html,459236e0fd9a1be1f7d4b95d2a7f2834f1e11a4b,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/wizard/https/step-4-android-add-cert.template.html,4d900bc3356ac0336f4aaa43f8493b51a102fa20,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/wizard/https/step-4-ios-add-cert.template.html,e12a809a173dc4842ad714727ace58e1b7d8c7aa,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/wizard/https/step-4-mac-download-cert.template.html,de661573c83d2b4d873077782946fd3da6b04794,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/wizard/https/step-4-win-download-cert.template.html,e01506800cfe47420314cad3cac999dbb946ee50,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/wizard/https/step-5-mac-add-cert-1.template.html,7efa86d71247a6d56e20a62033dca0a0c45a0e53,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/wizard/https/step-5-win-add-cert-1.template.html,d4af7804f56b6b29f920929b83b3212f7c1d76c9,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/wizard/https/step-6-mac-add-cert-2.template.html,53f0841a66287601f1ce65c2fa5cf8999823cb39,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/wizard/https/step-6-win-add-cert-2.template.html,170772e7338efce6b21a965502c55e24b4ea8f15,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/wizard/https/step-7-android-test-cert.template.html,d21f442247ed8652c0f6a29abf2a75e711f060a4,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/wizard/https/step-7-ios-test-cert.template.html,f7f86b900ed7524a5e3cc971903e276c1110295f,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/wizard/https/step-7-mac-test-cert.template.html,b549d7722ce6990aeb07fb61feac47000c4e4023,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/wizard/https/step-7-win-test-cert.template.html,71a58b5d92b6669cf15590a8709fe165f5f4ffa9,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/wizard/https/step-8-finish.template.html,7e69b8fdb9715c347cf3c87bc1305f8930c7ac33,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/wizard/https/step-9-already-installed.template.html,32b2051a7cac9f134f52bbf1784f9e5ca6c76c24,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/wizard/mobile/mobile-setup-wizard.component.html,1629f2c3a62c38186caa75dac1337dc767571583,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/wizard/mobile/mobile-setup-wizard.component.js,f71bb1feacebb0b301813265c29459114a65b8a6,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/wizard/mobile/mobile-setup-wizard.component.spec.js,1505fd31358ccb4190a63051935489236777e6af,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
eblocker-ui/src/dashboard/app/wizard/mobile/step-1-welcome.template.html,e8b45453e6fd7f7c4ca333667d2b4a35e792213c,eblocker-ui,"retain until replacement parity; inventoried, not semantically certified",R5 UI foundation then R8 screen parity,contract + feature + upgrade tests; no deletion before evidence
